design_id,label,source_id
train_neg_1051,0,train_neg_1051
train_neg_1053,0,train_neg_1053
train_neg_1056,0,train_neg_1056
train_neg_1060,0,train_neg_1060
train_neg_1064,0,train_neg_1064
train_neg_1083,0,train_neg_1083
train_neg_1095,0,train_neg_1095
train_neg_1098,0,train_neg_1098
train_neg_1101,0,train_neg_1101
train_neg_1109,0,train_neg_1109
train_neg_1111,0,train_neg_1111
train_neg_1116,0,train_neg_1116
train_neg_1118,0,train_neg_1118
train_neg_1121,0,train_neg_1121
train_neg_1128,0,train_neg_1128
train_neg_1130,0,train_neg_1130
train_neg_1133,0,train_neg_1133
train_neg_1148,0,train_neg_1148
train_neg_1156,0,train_neg_1156
train_neg_1162,0,train_neg_1162
train_neg_1163,0,train_neg_1163
train_neg_1165,0,train_neg_1165
train_neg_1169,0,train_neg_1169
train_neg_1177,0,train_neg_1177
train_neg_1182,0,train_neg_1182
train_neg_1185,0,train_neg_1185
train_neg_1192,0,train_neg_1192
train_neg_1204,0,train_neg_1204
train_neg_1209,0,train_neg_1209
train_neg_1239,0,train_neg_1239
train_neg_1252,0,train_neg_1252
train_neg_1254,0,train_neg_1254
train_neg_1262,0,train_neg_1262
train_neg_1264,0,train_neg_1264
train_neg_1271,0,train_neg_1271
train_neg_1272,0,train_neg_1272
train_neg_1285,0,train_neg_1285
train_neg_1286,0,train_neg_1286
train_neg_1293,0,train_neg_1293
train_neg_1295,0,train_neg_1295
train_neg_1297,0,train_neg_1297
train_neg_1299,0,train_neg_1299
train_neg_1303,0,train_neg_1303
train_neg_1306,0,train_neg_1306
train_neg_1307,0,train_neg_1307
train_neg_1308,0,train_neg_1308
train_neg_1316,0,train_neg_1316
train_neg_1329,0,train_neg_1329
train_neg_1335,0,train_neg_1335
train_neg_1346,0,train_neg_1346
train_neg_1364,0,train_neg_1364
train_neg_1373,0,train_neg_1373
train_neg_1375,0,train_neg_1375
train_neg_1378,0,train_neg_1378
train_neg_1380,0,train_neg_1380
train_neg_1382,0,train_neg_1382
train_neg_1389,0,train_neg_1389
train_neg_1390,0,train_neg_1390
train_neg_1404,0,train_neg_1404
train_neg_1409,0,train_neg_1409
train_neg_1411,0,train_neg_1411
train_neg_1423,0,train_neg_1423
train_neg_1429,0,train_neg_1429
train_neg_1431,0,train_neg_1431
train_neg_1450,0,train_neg_1450
train_neg_1452,0,train_neg_1452
train_neg_1463,0,train_neg_1463
train_neg_1464,0,train_neg_1464
train_neg_1465,0,train_neg_1465
train_neg_1477,0,train_neg_1477
train_neg_1481,0,train_neg_1481
train_neg_1482,0,train_neg_1482
train_neg_1483,0,train_neg_1483
train_neg_1485,0,train_neg_1485
train_neg_1496,0,train_neg_1496
train_neg_1497,0,train_neg_1497
train_neg_1501,0,train_neg_1501
train_neg_1512,0,train_neg_1512
train_neg_1532,0,train_neg_1532
train_neg_1537,0,train_neg_1537
train_neg_1538,0,train_neg_1538
train_neg_1543,0,train_neg_1543
train_neg_1547,0,train_neg_1547
train_neg_1553,0,train_neg_1553
train_neg_1561,0,train_neg_1561
train_neg_1563,0,train_neg_1563
train_neg_1574,0,train_neg_1574
train_neg_1575,0,train_neg_1575
train_neg_1581,0,train_neg_1581
train_neg_1592,0,train_neg_1592
train_neg_1594,0,train_neg_1594
train_neg_1604,0,train_neg_1604
train_neg_1620,0,train_neg_1620
train_neg_1627,0,train_neg_1627
train_neg_1641,0,train_neg_1641
train_neg_1649,0,train_neg_1649
train_neg_1650,0,train_neg_1650
train_neg_1652,0,train_neg_1652
train_neg_1659,0,train_neg_1659
train_neg_1671,0,train_neg_1671
train_neg_1679,0,train_neg_1679
train_neg_1697,0,train_neg_1697
train_neg_1699,0,train_neg_1699
train_neg_1705,0,train_neg_1705
train_neg_1706,0,train_neg_1706
train_neg_1709,0,train_neg_1709
train_neg_1715,0,train_neg_1715
train_neg_1725,0,train_neg_1725
train_neg_1741,0,train_neg_1741
train_neg_1748,0,train_neg_1748
train_neg_1771,0,train_neg_1771
train_neg_1775,0,train_neg_1775
train_neg_1778,0,train_neg_1778
train_neg_1799,0,train_neg_1799
train_neg_1808,0,train_neg_1808
