design_id,label,source_id
train_inputs_benign_A6NI73_0,0,benign_A6NI73
train_inputs_benign_D3W0D1_0,0,benign_D3W0D1
train_inputs_benign_O00287_0,0,benign_O00287
train_inputs_benign_O00399_0,0,benign_O00399
train_inputs_benign_O43482_0,0,benign_O43482
train_inputs_benign_O43745_0,0,benign_O43745
train_inputs_benign_O43759_0,0,benign_O43759
train_inputs_benign_O43822_0,0,benign_O43822
train_inputs_benign_O60479_0,0,benign_O60479
train_inputs_benign_O60844_0,0,benign_O60844
train_inputs_benign_O94811_0,0,benign_O94811
train_inputs_benign_O95257_0,0,benign_O95257
train_inputs_benign_O95715_0,0,benign_O95715
train_inputs_benign_O95944_0,0,benign_O95944
train_inputs_benign_O95998_0,0,benign_O95998
train_inputs_benign_P01721_0,0,benign_P01721
train_inputs_benign_P01764_0,0,benign_P01764
train_inputs_benign_P06312_0,0,benign_P06312
train_inputs_benign_P0C024_0,0,benign_P0C024
train_inputs_benign_P0C5Z0_0,0,benign_P0C5Z0
train_inputs_benign_P0C7P0_0,0,benign_P0C7P0
train_inputs_benign_P0DML2_0,0,benign_P0DML2
train_inputs_benign_P0DMM9_0,0,benign_P0DMM9
train_inputs_benign_P10720_0,0,benign_P10720
train_inputs_benign_P13349_0,0,benign_P13349
train_inputs_benign_P14207_0,0,benign_P14207
train_inputs_benign_P33764_0,0,benign_P33764
train_inputs_benign_P41223_0,0,benign_P41223
train_inputs_benign_P41271_0,0,benign_P41271
train_inputs_benign_P55344_0,0,benign_P55344
train_inputs_benign_P57052_0,0,benign_P57052
train_inputs_benign_P58340_0,0,benign_P58340
train_inputs_benign_P86397_0,0,benign_P86397
train_inputs_benign_Q12918_0,0,benign_Q12918
train_inputs_benign_Q13765_0,0,benign_Q13765
train_inputs_benign_Q16663_0,0,benign_Q16663
train_inputs_benign_Q4G0W2_0,0,benign_Q4G0W2
train_inputs_benign_Q53S33_0,0,benign_Q53S33
train_inputs_benign_Q5SRE7_0,0,benign_Q5SRE7
train_inputs_benign_Q5TA50_0,0,benign_Q5TA50
train_inputs_benign_Q5VVY1_0,0,benign_Q5VVY1
train_inputs_benign_Q6EIG7_0,0,benign_Q6EIG7
train_inputs_benign_Q6P4F2_0,0,benign_Q6P4F2
train_inputs_benign_Q6P589_0,0,benign_Q6P589
train_inputs_benign_Q6UVW9_0,0,benign_Q6UVW9
train_inputs_benign_Q6UXN8_0,0,benign_Q6UXN8
train_inputs_benign_Q6UXZ0_0,0,benign_Q6UXZ0
train_inputs_benign_Q6W0C5_0,0,benign_Q6W0C5
train_inputs_benign_Q6ZNX1_0,0,benign_Q6ZNX1
train_inputs_benign_Q6ZRY4_0,0,benign_Q6ZRY4
train_inputs_benign_Q86T03_0,0,benign_Q86T03
train_inputs_benign_Q86UU9_0,0,benign_Q86UU9
train_inputs_benign_Q86YI8_0,0,benign_Q86YI8
train_inputs_benign_Q8IVP5_0,0,benign_Q8IVP5
train_inputs_benign_Q8IVV7_0,0,benign_Q8IVV7
train_inputs_benign_Q8N8Q3_0,0,benign_Q8N8Q3
train_inputs_benign_Q8N9A8_0,0,benign_Q8N9A8
train_inputs_benign_Q8NHS0_0,0,benign_Q8NHS0
train_inputs_benign_Q8TCE9_0,0,benign_Q8TCE9
train_inputs_benign_Q8TCF1_0,0,benign_Q8TCF1
train_inputs_benign_Q8TD06_0,0,benign_Q8TD06
train_inputs_benign_Q8WU39_0,0,benign_Q8WU39
train_inputs_benign_Q92564_0,0,benign_Q92564
train_inputs_benign_Q96A44_0,0,benign_Q96A44
train_inputs_benign_Q96AZ1_0,0,benign_Q96AZ1
train_inputs_benign_Q96LC9_0,0,benign_Q96LC9
train_inputs_benign_Q96M98_0,0,benign_Q96M98
train_inputs_benign_Q99581_0,0,benign_Q99581
train_inputs_benign_Q9BPZ3_0,0,benign_Q9BPZ3
train_inputs_benign_Q9BQ24_0,0,benign_Q9BQ24
